texto,etiqueta
Se me puso la piel de gallina así se narra un gol de Colombia 🎉❤😊 grande Eduardo Luis el mejor de todos,positivo
"Me hizo aguar los ojos esa espectacular narración de Eduardo Luis, que felicidad ganarle a Brasil 🔥❤️🇨🇴",positivo
"Que siga narrando Eduardo Luis, lo hizo re bacano hoy. Y dio suerte también! Grandee eduardo",positivo
"Por fin un narrador colombiano, narrando con el corazón, hace que se sienta esa felicidad del futbol",positivo
"3:52 , en ese momento, todos fuimos Eduardo Luis. Grande Eduardo y grande Colombia!",positivo
"El narrador nos dio la suerte "" y si lo ganamos 😳 vamos a intentarlo 😎🇨🇴"" y pum golazooooooo 🍻🇨🇴😎",positivo
Qué emoción escuchar a Eduardo Luis narrar con ese sentimiento!!! 🎉🎉🎉🎉🎉Un orgullo ser colombiano,positivo
"Felicidades Eduardo Luis, eres un narrador que transmite y contagias una emoción que pocos en tu ámbito lo hacen 
Deberían dejarte un partido de la selección cada fecha FIFA 
Porque te lo has ganado con puro corazón",positivo
"3:52.
Te perdono la palabrota porque te ganó la emoción que nos ganó a todos al gritar el gol que tantos esperábamos, HPTA GOLAZO, Eduardo Luis, gracias por la emoción. 🇨🇴⚽🥰🙏",positivo
"Sinceramente eduardo le pone sabor ala Narración, me gusta bastante escucharlo cuando lo ponen en la liga bet, y mas cuando lo ponen narrando ala selección, le mete alegría 🎉",positivo
La verdad no pensé que esté equipo fuera a ganar y estoy muy conmovido por Luis Díaz su familia este equipo y el narrador excelente,positivo
"Yo estaba cansado de empates, pero cuando ibamos perdiendo dije: ""Bueno, dale, con un empate me conformo"" pero nunca imaginé que ganaríamos y mucho menos de esta manera; con 2 goles de Luchito!! después de todo lo que pasó la vida lo premió, un partido de novela.",positivo
"EDUARDO LUIS NARRA SIGUE NARRANDO ERES POSITIVO Y ME ENCANTA QUE LO SEAS❤ LUCHO ERES LA ENERGIA DE ESTE PAIS, QUE HERMOSO MI PAIS❤🎉",positivo
Este mensaje tiene que ser el narrador oficial de mi selección representa nuestro sentimiento y pasión que sentimos por mi pais sos el mejor eduardo luis ❤❤,positivo
"Por favor RCN que deje a 5:27 este señor, que sentimiento y que narración tan excelente. Eduardo Luis es el que debe narrar siempre 👏🏻👏🏻👏🏻",positivo
OJALA EDUARDO LUIS SEA EL RELATOR OFICIAL DE TODOS LOS PARTIDOS DE LA SELECCIÓN 💯,positivo
Colombia va a ser Campeón Mundial de fútbol 2026...en nombre de Dios esta generación la traera,positivo
"Primera victoria de los cafeteros contra brasil por eliminatorias
👏👏👏👏👏👏👏
Grande lucho🇨🇴🇨🇴🇨🇴
Grande colombia💛💛💙❤",positivo
"Carlos Antonio lo dijo 24 horas antes, Colombia le gana a brasil",negativo
Que lindo que es el fútbol pibe...,neutral
"Cesó la horrible noche, LIBERTAD Y PAZ PARA COLOMBIA.🙌🙏",positivo
El fútbol es hermoso que deporte permite ver algo tan hermoso como lo que la vida le regala a Luchito y su padre,positivo
"Eduardo Luis nos representa, que energía realista y positiva, que siga narrando Eduardo es mucho más emocionante 💪🏻",positivo
"Con ese relato de Eduardo Luis, a los 3:52, ese es el sentimiento de todo un pais!!! 

Graande Eduardo Luis!!!",positivo
"Eduardo luis defitifivamente el mejor narrador del mundo, le mete alma, pasión y berraquera , que siga narrando",positivo
"Eduardo Luis es infinitamente mejor relator que el cantonto del gol. Narra con pasión de verdad, no como un locutor, se le siente la emoción y tiene una chispa que conecta con la gente.",positivo
Sentimiento puro esa narración del Toxi. Que sea la voz de la selección 🫶🏼🫶🏼🫶🏼🫶🏼,positivo
"3:52 Eduardo Luis expresando lo que pensamos todos en ese momento, goles que salen del alma!!!",positivo
Eduardo Luis que gran y original narrador; debería ser el titular de la narración 🎉,positivo
"Eduardo Luis tiene que seguir narrando los partidos de la Selección, narra con el alma, con amor, el mejor narrador de Colombia 👏🏽❤️",positivo
"Toca que siga narrando este hombre, llore de solo escucharlo",positivo
"""Golazo, golazo, golazo, fueputa golazo"" 😂😂😂jajajaja",negativo
"Que siga Eduardo Luis narrando los partido de la selección por favor!!! Que grande Eduardo, lo sentís en el corazón!",positivo
Soy venezolano pero este narrador relata con tanto sentimiento que me hizo sentir colombiano me emociono😭,positivo
Veo los partidos de Colombia desde la eliminatoria a Alemania 2006 desde muy niño y vi en todo ése tiempo muchos partidos contra Brasil y la verdad es la primera ves que veo qué Colombia le jugó a Brasil sin miedo 🎉,neutral
3:52 y 5:24 me hacen querer a Eduardo Luis siempre como narrador. Felicidades a los Luis de este partido 😁😁😌😌🙏🙏👍👍,positivo
QUE NARRACION TAN EMOTIVA UFF 😢❤,positivo
Los jugadores y el narrador dejaron todo en la cancha 🇨🇴🇨🇴🇨🇴,negativo
"golazo golazo golazo HPTA GOLAZOOO, que buena narracion de eduardo luis!!",positivo
"Increíble y emocionante los goles de Luis Díaz  , pero me quitó el sombrero ante la tremenda narración de EDUARDO LUIS , desbordado por ese patriotismo que nos une ante la adversidad....Grande Luis Díaz  Grande Eduardo Luis 👏👏👏👏🇨🇴",positivo
"Eduardo Luis López el mejor narrador, tiene que seguir narrando los partido de la selección, increíble lo que transmite este señor 🙏🏾🎉",positivo
"Si Eduardo Luis sigue narrando a la selección me veo los partidos en RCN, hace que se me erice toda la piel, que grande es 🔥",positivo
"soy yo o en el primer gol al narrador se le salio el hp jajajajaja, asi fui yo gritando como loco y cuando dice se puede ganar y hacen gol eso fue el time perfecto ajajajajaj, que emocion tan bella y mas por la felicidad de lucho por todo lo que paso y aparte nso alegra a todo colombia",positivo
"La narración de Eduardo Luís,  formidable.",positivo
"NO MÁS Cantante del gol, ese ya perdió la pasión, mucho mejor Eduardo Luis 💯 Él sí transmite el sentimiento de todo un país 🇨🇴 Vamos mi selección Colombia 💛💙💖",negativo
"Con el respeto q se merece el cantante, pero EDUARDO LUIS LO HACE MUCHO MEJOR. El toxi es mucho mejor.... Que relato tan del alma",positivo
Que alegría que ganamos y con el doblete de Luchito que se lo dedico a su papá ⚽⚽⚽⚽⚽,positivo
5:29 DIOS SANTO GRACIAS QUE GANAMOS❤❤❤,positivo
"El mejor narrador que tenemos, de lejos. Gracias Eduardo Luis 🙌🏻🇨🇴",positivo
Gracias a Dios por esta alegria gracias mi selección ❤❤❤🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴❤️❤️❤️❤️,positivo
Una verdadera narración 👏🏻👏🏻👏🏻,positivo
Vamos mi Selección Colombia 🇨🇴 🇨🇴🇨🇴🇨🇴🇨🇴vamos para el Mundial ❤❤❤❤,positivo
"Fue un lindo partido, me sentí feliz por Luis Díaz después de lo que vivió por el secuestro de sus padres, fue merecida la victoria para él y para la selección; vamos rumbo a USA 2026 sin duda alguna. Vamos Colombia. 🇨🇴👍🏻",positivo
Desde el 2014 uno de los mejores partidos que han jugado,positivo
"SEÑORAS Y SEÑORES, LES PRESENTO.......AL.NUEVO Y ÚNICO MEJOR NARRADOR DE LA SELECCIÓN COLOMBIA 🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴",positivo
"Hoy me vi el partido en rcn, el mejor canal de las eliminatorias",positivo
"Ese Jueputa Golazo de Eduardo Luis representó el grito de todo un país, por ver el gol y que ese gol lo haya hecho Lucho, que narración señores. 🥲",positivo
Bonito por la hincha del Brasil esperemos que el respeto prevalezca sobre esta fiesta 🎉 de el fútbol ⚽,positivo
Lo logramos colombia por fin vencimos al canarinha,positivo
Y si hacemos una campaña para q el señor Eduardo Luis siga narrando los partidos de la selección?? 🤷🏼‍♂️,positivo
"La pasión del negro Edgar Perea, la claridad de William Vinasco y la documentacion de un infravalorado pero notable narrador como Jorge Eliecer Torres, en uno solo, el crack Eduardo Luis",positivo
Lucho se ve motivado con el reencuentro de sus padres . Dios te bendiga Luchito 🫶,positivo
Grande Eduardo todavía se me eriza la piel Eduardo el mejor narrador de Colombia,positivo
Mi celular se iba  a  explorar por esa narracion tan buena,positivo
"Te hace llorar nuevamente 😢 es una hermosa nostalgia. Gracias mi Colombia, ha empezamos a ganarle a los grandes, vamos por ese mundial carajo🎉",positivo
Eduardo luis el mejor narrador de colombia felicitaciones ganamos colombia😢👏,positivo
Q siga Eduardo Luis narrando los partidos de la selección Colombia le sale natural la emoción el sentimiento y es un crack narrativamente,positivo
"Hoy ganó la ilusion de un pueblo, gracias Colombia, gracias Luchito, gracias primero qie todo a Dios y gracias Eduardo, sos mi narrador favorito❤",positivo
De las narraciones más memorables para Eduardo Luis Lopez sin duda Dios te tiene para grandes cosas,positivo
"Era muy duro tener que decidir entre Bonet por un lado y el cantante por el otro canal, los dos son INSOPORTABLES para unos oídos sensatos. Anoche de entrada RCN se anotó un Hit con Eduardo Luis. Además con victoria histórica, bueno sería que continuemos así 👊🏼",negativo
"Estuve en el estadio viendo el partido de mi selección y de verdad que locura y emoción, jamás me había sentido así.",positivo
Q narración tan emotiva Eduardo Luis🇨🇴🇨🇴,positivo
La narración del segundo gol me puso la piel de gallina.,positivo
Los mejores goles mejor narrados en la historia de la Selección Colombia. 🪄🔥,positivo
"Que narración Eduardo, salieron lágrimas gracias.",positivo
"Con Eduardo Luis si les sube el Rating, excelente narrador.",positivo
Luis Eduardo el mejor narrador de Colombia ❤️ que narración para emocionar,positivo
"Uno de los mejores narradores Don Eduardo Luis, me le quito el sombrero, asi se narran los partidos de colombia carajooooo 😎💪💯🇨🇴",positivo
"Definitivamente que siga narrando eduardo luis, transmite mucha emoción🔥🔥",positivo
SIEMPRE EXISTE UNA PRIMERA VEZ Y MÍ SELECCIÓN COLOMBIA 🇨🇴🇨🇴GANÓ DESPUÉS DE TANTOS AÑOS COLOMBIA 2 VS BRASIL 1,positivo
Mi domicilio favorito Eduardo Luis ...mucho sentimiento narrando,positivo
"Eduardo Luis, se nota el alma que le pones a la narración cuando juega la selección Colombia. Ojalá sigas narrando las eliminatorias! Y el hijueputazo claro que vale claro que sí! Más hijueputazos así, del alma de alegria, de felicidad,",positivo
"Lejos muy lejos, el mejor narrador de Colombia, Eduardo Luis, sentir tus narración es estar en el propio estadio, gracias por hacer derramar lágrimas de felicidad",positivo
"Dios te bendiga Eduardo Luis   Grande tu narración, eres Colombiaano Yun ser humano así es que se narra con amor  desde lo profundo del corazón",positivo
"Espectacular relato de Este Man... Lo canto con el alma creo que esta para desbancar al cantante del gol sin exagerar, hasta suerte trajo buena Eduardo 👍💪🏼",positivo
"De las victorias más importantes en la historia de la Selección Colombia, por la historicidad del rival y precisamente por ser la primera vez que se le gana a tan difícil rival.  GRANDE LUÍS, JAMES Y TODA LA SELECCIÓN COLOMBIA.",positivo
"No me canso de repetir esos goles de Luis Díaz y con esa narración de Eduardo Luis que hizo vibrar a un país entero 💪💪
Sigue narrando así con amor y pureza",positivo
"Excelente Eduardo Luis,
Vos Trasmites, conectas con el pueblo,  alegria y un toque eufórico nuevo,
Sos un crack¡
❤👉🇨🇴⚽️",positivo
"Puede que no haya sido el cantante del gol pero este momento, 3:52 Hpta Golazooo fue muy epico, cada vez que lo escucho me da risa 😂🤣. Fue maravilloso, literal todos estuvimos asi en ese momento XD😅❤.",positivo
"*Que Buena Victoria Por Primera Vez Contra Brasil En Eliminatorias, VAMOS COLOMBIA 💛💙❤️🇨🇴🇨🇴🇨🇴*",positivo
"Eduardo Luis es en este momento el mejor narrador de Colombia, le imprime un toque de emoción único y expresa ese sentimiento y amor por su profesión, bien ahí por rcn de reemplazar al cantante del gol así sea por un partido.",positivo
"Los mejores,Luis Díaz y Eduardo Luis excelente su  narración ,Eres un grande espero lo sigan dejando",positivo
"Esta es una piza historica en la narración, con kabala, con alma, con sabor colombiano en cada palabra, lloro por todo lo que significam Lucho, Eduardo Luis, le ganamos a Brazil, para inmortalizar, siemplemente sublime esta narración. todos los talentos de mi pais se juntaron aqui",positivo
"me he visto este video 5 veces , esa narracion es legendaria",positivo
Que narración tan emocionante ❤,positivo
"Luis Eduardo mi hermanaso se la salió pero totalmente entendible, gracias por narrar con ganas, el Padre le continúe bendiciendo",positivo
"Ufff viejo hoy fue el día de los luis , no se que me emociono más, si los goles de lucho días o la narración de Eduardo Luis, que grandes los dos cada uno en lo suyo ❤❤❤",positivo
"Excelente narración, a mí me gustó mucho esa energía que le mando a la selección que nos hizo enviarle la mejores vibras a cada jugador del equipo Colombiano",positivo
LUCHO PARECÍA POR MOMENTOS A MARADONA en su época... corriendo como un DEMONIO... un jugador de otro NIVEL.,positivo
Que chimba Eduardo Luis narrando un partido de fútbol.,positivo
"Quisiera que siga narrando Eduardo Luis, su emoción y corazón al cantar los goles es muy buena",positivo
Eduardo Luis debería seguir narrando los partidos de la selección... No como ese otro que se le olvidan los nombres...,positivo
Que  narración  de Eduardo  que sentimiento ojalá siga narrando los partidos,positivo
"Eduardo Luis, Narracion perfecta, gracias por transmitir la emocion como lo haces, desde las epocas del negro Perea no habia gozado tanto una narracion. Eres el Mejor!!!, Saludos desde Barranquilla",positivo
"No he parado de sentir esa emoción, que nos hacía falta en Fútbol, gracias Eduardo Luis, era tu noche la narración fue sencillamente espectacular, junto con los dos goles de Luchito❤",positivo
"nadie habla de Muñoz ,pero que partidazo también jugó Muñoz ,una fiera.",positivo
Llorandooooo pero de la alegría 🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴✅ vamos Colombia,positivo
"Que siga narrando el toxirelator! 

Psdt: si quieren posicionarse como el primer canal en trasmitir a la selección, el calvo velez tiene que dejar tanto odio al eqiupo, si no apague y vamonos.",negativo
Toxi... Eres el mejor narrador del momento... Gracias por tanto talento al servicio del fútbol,positivo
"3:45/5:27 Escrito el TRUINFO DE LOS VERDADEROS LIBRES...
Bendito sea nuestro ""dragón de la Guajira"", bendito seas Lucho con esos dos saltos de libertad. Para ti, Mane... 💪🏻🕊🇨🇴🐲⚽⚽",positivo
De ahora en adelante lo veré en RCN q narración tan espectacular,negativo
"Este partido lo ganó el DT, excelentes los cambios. Este resultado será un golpe anímico para recuperar esa confianza de cara al gol.",positivo
no me canso de escuchar esa narración toxirelator eres el mejor,positivo
Lo de Eduardo Luis es increíble recuerdo tanto palo que se le dió al principio. Todo se lo ha ganado a pulso...NARRADORSAZO,positivo
Grande Luis Eduardo. Lo queremos de titular. Que diferencia!! Eso si es narrar...,positivo
"Cual cantante del gol, denme siempre a Eduardo Luis.",positivo
"Aaaaaaaaaa éste Man con esa narración me hizo aguar los ojos 😢, que bien por lucho",positivo
"Todos hablamos de luchito y eduardo luis, pero el centro que pone James en el segundo gol, es un pase como con la mano",negativo
Gracias canal RCN que forma de narración 😢,negativo
